"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1990";"1";"C1";"3";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"DNK|USA|GBR";"John Nielsen|Price Cobb|Martin Brundle";"Jaguar XJR-12";"Jaguar 7.0L V12";"Goodyear";"359";"4882.400";"";""
"1990";"2";"C1";"2";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"NLD|GBR|AUT";"Jan Lammers|Andy Wallace|Franz Konrad";"Jaguar XJR-12";"Jaguar 7.0L V12";"Goodyear";"355";"4828.000";"";""
"1990";"3";"C1";"45";"JPN";"Alpha Racing Team";"GBR|GBR|GBR";"Tiff Needell|David Sears|Anthony Reid";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Yokohama";"352";"4787.200";"";""
"1990";"4";"C1";"7";"DEU";"Joest Porsche Racing";"DEU|GBR|DEU";"Hans-Joachim Stuck|Derek Bell|Frank Jelinski";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Michelin";"350";"4760.000";"";""
"1990";"5";"C1";"23";"JPN";"Nissan Motorsports International";"JPN|JPN|JPN";"Masahiro Hasemi|Kazuyoshi Hoshino|Toshio Suzuki";"Nissan R90CP";"Nissan VRH35Z 3.5L Turbo V8";"Dunlop";"348";"4732.800";"";""
"1990";"6";"C1";"36";"JPN";"Toyota Team Tom's";"GBR|JPN|JPN";"Geoff Lees|Masanori Sekiya|Hitoshi Ogawa";"Toyota 90C-V";"Toyota R32V 3.2L Turbo V8";"Bridgestone";"347";"4719.200";"";""
"1990";"7";"C1";"13";"FRA";"Courage Compétition";"FRA|FRA|FRA";"Pascal Fabre|Michel Trollé|Lionel Robert";"Cougar C24S";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"347";"4719.200";"";""
"1990";"8";"C1";"9";"DEU";"Joest Porsche Racing";"DEU|SWE|FRA";"""John Winter"" (Louis Krages)|Stanley Dickens|Bob Wollek";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Michelin";"346";"4709.600";"";""
"1990";"9";"C1";"27";"DEU";"Obermaier Racing";"DEU|FRA|DEU";"Jürgen Lässig|Pierre Yver|Otto Altenbach";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"341";"4637.600";"";""
"1990";"10";"C1";"15";"CHE";"Brun Motorsport";"NOR|ITA|CHE";"Harald Huysman|Massimo Sigala|Bernard Santal";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Yokohama";"335";"4556.000";"";""
"1990";"11";"C1";"44";"GBR";"Richard Lloyd Racing";"GBR|ITA|CAN";"John Watson|Bruno Giacomelli|Allen Berg";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"335";"4556.000";"";""
"1990";"12";"C1";"33";"JPN|JPN";"Team Schuppan|Omron Racing";"USA|ZAF|SWE";"Hurley Haywood|Wayne Taylor|Rickard Rydell";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Dunlop";"332";"4515.200";"";""
