"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1956";"1";"S5.0";"4";"GBR";"Ecurie Ecosse";"GBR|GBR";"Ninian Sanderson|Ron Flockhart";"Jaguar D-Type";"Jaguar 3.4L S6";"Dunlop";"300";"4034.929";"";""
"1956";"2";"S3.0";"8";"GBR";"Aston Martin Ltd.";"GBR|GBR";"Stirling Moss|Peter Collins";"Aston Martin DB3S";"Aston Martin 2.9L S6";"Avon";"299";"4018.633";"";""
"1956";"3";"S3.0";"12";"ITA";"Scuderia Ferrari";"BEL|FRA";"Olivier Gendebien|Maurice Trintignant";"Ferrari 625 LM";"Ferrari 2.5L S4";"Englebert";"293";"3937.611";"";""
"1956";"4";"S5.0";"5";"BEL";"Equipe Nationale Belge";"BEL|BEL";"Jacques Swaters|Freddy Rousselle";"Jaguar D-Type";"Jaguar 3.4L S6";"Dunlop";"284";"3816.671";"";""
"1956";"5";"S1.5";"25";"DEU";"Porsche KG";"DEU|DEU";"Graf Wolfgang von Trips|Richard von Frankenberg";"Porsche 550A Coupe";"Porsche 1498cc F4";"Continental";"282";"3792.248";"";""
"1956";"6";"S5.0";"1";"GBR";"Jaguar Cars Ltd.";"GBR|GBR";"Mike Hawthorn|Ivor Bueb";"Jaguar D-Type FI";"Jaguar 3.4L S6";"Dunlop";"280";"3759.887";"";""
"1956";"7";"S1.1";"36";"GBR";"Lotus Engineering";"GBR|GBR";"Reg Bicknell|Peter Jopp";"Lotus 11";"Climax FWA 1098cc S4";"Dunlop";"253";"3397.665";"";""
"1956";"8";"S1.1";"33";"GBR";"Cooper Car Company";"USA|USA";"Ed Hugus|John Bentley";"Cooper T39";"Climax FWA 1098cc S4";"Dunlop";"252";"3383.779";"";""
"1956";"9";"S1.5";"30";"FRA";"Claude Bourillot (private entrant)";"FRA|FRA";"Claude Bourillot|Henri Perroud";"Maserati 150S";"Maserati 1497cc S4";"Pirelli";"245";"3293.812";"";""
"1956";"10";"S750";"40";"FRA";"Automobiles Deutsch et Bonnet";"FRA|FRA";"Gérard Laureau|Paul Armagnac";"DB HBR-5 Spyder";"Panhard 747cc F2";"Dunlop";"231";"3103.347";"";""
"1956";"11";"S750";"45";"FRA";"Automobiles Deutsch et Bonnet";"FRA|FRA";"Jean-Claude Vidilles|Jean Thépenier";"DB HBR-5 Coupé";"Panhard 747cc F2";"Dunlop";"225";"3020.898";"";""
"1956";"12";"S750";"46";"FRA";"Automobiles Deutsch et Bonnet";"FRA|FRA";"André Héchard|Roger Masson";"DB HBR-4 Spyder";"Panhard 747cc F2";"Dunlop";"220";"2955.751";"";""
"1956";"NC";"S1.5";"34";"DEU";"Roland Bourel (private entrant)";"FRA|FRA";"Roland Bourel|Maurice Slotine";"Porsche 356A";"Porsche 1290cc F4";"Dunlop";"212";"2851.646";"";""
"1956";"13";"S1.1";"41";"FRA";"Just-Émile Vernet (private entrant)";"FRA|FRA";"Jean-Marie Dumazer|Lucien Campion";"VP 166R";"Renault 845cc S4";"Dunlop";"210";"2820.830";"";""
"1956";"DNF";"S3.0";"14";"GBR";"Aston Martin Ltd.";"GBR|GBR";"Reg Parnell|Tony Brooks";"Aston Martin DBR1/250";"Aston Martin 2.5L S6";"Avon";"246";"3311.406";"23:00:00";"Rear axle, bearings"
"1956";"DNF";"S3.0";"17";"FRA";"Automobiles Talbot";"FRA|FRA";"Jean Behra|Louis Rosier";"Talbot-Lago Sport";"Maserati 2.5L S6";"Dunlop";"220";"2961.420";"20:00:00";"Transmission"
"1956";"DSQ";"S5.0";"6";"GBR";"Robert Walshaw (private entrant)";"GBR|GBR";"Robert Walshaw|Peter Bolton";"Jaguar XK140";"Jaguar 3.5L S6";"Dunlop";"209";"2813.349";"20:00:00";"Refuelling too early"
"1956";"DNF";"S3.0";"9";"GBR";"Aston Martin Ltd.";"GBR|GBR";"Peter Walker|Roy Salvadori";"Aston Martin DB3S";"Aston Martin 2.9L S6";"Avon";"173";"2328.753";"15:00:00";"Accident"
"1956";"DNF";"S1.5";"32";"GBR";"Lotus Engineering";"GBR|USA";"Colin Chapman|Herbert MacKay-Fraser";"Lotus 11";"Climax FWB 1459cc S4";"Dunlop";"172";"2315.292";"20:00:00";"Engine (connecting rod)"
"1956";"DSQ";"S2.0";"22";"FRA";"Los Amigos";"FRA|USA|USA";"François Picard|Bob Tappan|Howard Hively";"Ferrari 500 TR";"Ferrari 1985cc S4";"Englebert";"137";"1844.157";"13:00:00";"Refuelling too early"
"1956";"DNF";"S1.5";"24";"DEU";"Porsche KG";"ITA|DEU";"Umberto Maglioli|Hans Herrmann";"Porsche 550A Coupé";"Porsche 1498cc F4";"Continental";"136";"1830.696";"15:00:00";"Engine (piston)"
"1956";"DNF";"S1.1";"37";"FRA";"René Breuil";"FRA|FRA";"Jean Py|Yves Dommée";"RB Sport";"O.S.C.A. 1093cc S4";"Dunlop";"116";"1561.476";"14:00:00";"Gearbox"
"1956";"DNF";"S3.0";"10";"ITA";"Scuderia Ferrari";"USA|FRA";"Phil Hill|André Simon";"Ferrari 625 LM";"Ferrari 2.5L S4";"Englebert";"107";"1440.327";"9:00:00";"Transmission"
