"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1995";"1";"GT1";"59";"JPN|GBR";"Kokusai Kaihatsu Racing|Lanzante Motorsport";"FRA|JPN|FIN";"Yannick Dalmas|Masanori Sekiya|""JJ Lehto"" Jyrki Juhani J?rvilehto";"McLaren F1 GTR";"BMW S70 6.1L V12";"Michelin";"298";"4055.800";"";""
"1995";"2";"WSC";"13";"FRA";"Courage Compétition";"FRA|FRA|USA";"Bob Wollek|Éric Hélary|Mario Andretti";"Courage C34";"Porsche Type-935 3.0L Turbo Flat-6";"Michelin";"297";"4046.339";"";""
"1995";"3";"GT1";"51";"GBR|GBR";"Harrods Mach One Racing|David Price Racing";"GBR|GBR|GBR";"Andy Wallace|Derek Bell|Justin Bell";"McLaren F1 GTR";"BMW S70 6.1L V12";"Goodyear";"296";"4030.430";"";""
"1995";"4";"GT1";"24";"GBR";"GTC Gulf Racing";"GBR|GBR|BRA";"Mark Blundell|Ray Bellm|Maurizio Sandro Sala";"McLaren F1 GTR";"BMW S70 6.1L V12";"Michelin";"291";"3966.833";"";""
"1995";"5";"GT1";"50";"FRA";"Giroix Racing Team";"FRA|CHE|FRA";"Fabien Giroix|Jean-Denis Délétraz|Olivier Grouillard";"McLaren F1 GTR";"BMW S70 6.1L V12";"Michelin";"290";"3956.324";"";""
"1995";"6";"WSC";"4";"DEU";"Porsche Kremer Racing";"BEL|DEU|FRA";"Thierry Boutsen|Hans-Joachim Stuck|Christophe Bouchut";"Kremer K8 Spyder";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"289";"3939.401";"";""
"1995";"7";"WSC";"5";"USA|JPN";"D.T.R.|Mazdaspeed Co. Ltd.";"USA|JPN|FRA";"Jim Downing|Yojiro Terada|Franck Fréon";"Kudzu DG-3";"Mazda 13G 2.0L 3- Rotor";"Goodyear";"282";"3846.505";"";""
"1995";"8";"GT2";"84";"JPN";"Team Kunimitsu Honda";"JPN|JPN|JPN";"Keiichi Tsuchiya|Akira Iida|Kunimitsu Takahashi";"Honda NSX";"Honda 3.0L V6";"Yokohama";"275";"3746.959";"";""
"1995";"9";"GT2";"73";"USA";"Callaway Competition";"ITA|USA|DEU";"Enrico Bertaggia|Johnny Unser|Frank Jelinski";"Callaway Corvette SuperNatural";"Chevrolet 6.3L V8";"BF Goodrich";"273";"3713.295";"";""
"1995";"10";"GT1";"22";"JPN";"NISMO";"JPN|JPN|JPN";"Hideo Fukuyama|Masahiko Kondo|Shunji Kasuya";"Nissan Skyline GT-R LM";"Nissan 2.6L Turbo I6";"Bridgestone";"271";"3695.879";"";""
