"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1987";"1";"C1";"17";"DEU";"Rothmans Porsche AG";"DEU|GBR|USA";"Hans-Joachim Stuck|Derek Bell|Al Holbert";"Porsche 962C";"Porsche Type-935 3.0L Turbo Flat-6";"Dunlop";"355";"4791.777";"";""
"1987";"2";"C1";"72";"FRA";"Primagaz Competition";"DEU|FRA|BEL";"Jürgen Lässig|Pierre Yver|Bernard de Dryver";"Porsche 962C";"Porsche Type-935 2.8L Turbo Flat-6";"Goodyear";"335";"4531.992";"";""
"1987";"3";"C1";"13";"FRA";"Primagaz Competition";"FRA|FRA|BEL";"Pierre-Henri Raphanel|Yves Courage|Hervé Regout";"Cougar C20";"Porsche Type-935 2.8L Turbo Flat-6";"Michelin";"332";"4491.417";"";""
"1987";"4";"C1";"11";"DEU";"Porsche Kremer Racing";"ZAF|AUT|ZAF";"George Fouché|Franz Konrad|Wayne Taylor";"Porsche 962C";"Porsche Type-935 2.8L Turbo Flat-6";"Yokohama";"327";"4425.169";"";""
"1987";"5";"C1";"4";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"USA|BRA|NLD";"Eddie Cheever|Raul Boesel|Jan Lammers";"Jaguar XJR-8LM";"Jaguar 6.9L V12";"Dunlop";"325";"4394.891";"";""
"1987";"6";"C2";"111";"GBR";"Spice Engineering";"GBR|ESP|FRA";"Gordon Spice|Fermín Velez|Philippe de Henning";"Spice SE86C";"Ford Cosworth DFL 3.3L V8";"Avon";"321";"4332.471";"";""
"1987";"7";"GTP";"202";"JPN";"Mazdaspeed Co. Ltd.";"IRL|IRL|BEL";"David Kennedy|Mark Galvin|Pierre Dieudonné";"Mazda 757";"Mazda 13G 2.0L 3- Rotor";"Dunlop";"319";"4305.037";"";""
"1987";"8";"C2";"102";"GBR";"Ecurie Ecosse";"GBR|GBR|BEL";"David Leslie|Ray Mallock|Marc Duez";"Ecosse C286";"Ford Cosworth DFL 3.3L V8";"Yokohama";"308";"4168.511";"";""
"1987";"9";"C2";"121";"GBR";"Cosmik GP Motorsport";"GBR|GRC|USA";"Dudley Wood|Costas Los|Tom Hessert";"Tiga GC287";"Ford Cosworth DFL 3.3L V8";"Goodyear";"275";"3709.804";"";""
"1987";"10";"C2";"114";"DNK";"Team Tiga Ford Denmark";"DNK|GBR|GBR";"Thorkild Thyrring|John Sheldon|Ian Harrower";"Tiga GC287";"Ford Cosworth DBT-E 2.3L Turbo I4";"Avon";"272";"3669.134";"";""
"1987";"11";"C2";"177";"FRA";"Automobiles Louis Descartes";"FRA|FRA|FRA";"Jacques Heuclin|Dominique Lacaud|Louis Descartes";"ALD 03";"BMW M88 3.5L I6";"Avon";"270";"3648.166";"";""
