"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1998";"1";"GT1";"26";"DEU";"Porsche AG";"FRA|GBR|MCO";"Laurent A?ello|Allan McNish|St?phane Ortelli";"Porsche 911 GT1-98";"Porsche 3.2L Turbo Flat-6";"Michelin";"351";"4783.781";"";""
"1998";"2";"GT1";"25";"DEU";"Porsche AG";"DEU|DEU|FRA";"Jörg Müller|Uwe Alzen|Bob Wollek";"Porsche 911 GT1-98";"Porsche 3.2L Turbo Flat-6";"Michelin";"350";"4770.127";"";""
"1998";"3";"GT1";"32";"JPN|GBR";"Nissan Motorsports|TWR";"JPN|JPN|JPN";"Aguri Suzuki|Kazuyoshi Hoshino|Masahiko Kageyama";"Nissan R390 GT1";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"347";"4721.414";"";""
"1998";"4";"GT1";"40";"GBR|GBR";"Gulf Team Davidoff|EMKA Racing";"GBR|GBR|USA";"Steve O'Rourke|Tim Sugden|Bill Auberlen";"McLaren F1 GTR";"BMW S70 6.0L V12";"Pirelli";"343";"4672.796";"";""
"1998";"5";"GT1";"30";"JPN|GBR";"Nissan Motorsports|TWR";"DNK|DEU|FRA";"John Nielsen|Michael Krumm|Franck Lagorce";"Nissan R390 GT1";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"342";"4649.099";"";""
"1998";"6";"GT1";"31";"JPN|GBR";"Nissan Motorsports|TWR";"NLD|FRA|ITA";"Jan Lammers|Érik Comas|Andrea Montermini";"Nissan R390 GT1";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"342";"4649.012";"";""
"1998";"7";"GT1";"45";"USA";"Panoz Motorsports Inc.";"AUS|GBR|GBR";"David Brabham|Andy Wallace|Jamie Davies";"Panoz Esperante GTR-1";"Ford ( Roush) 6.0L V8";"Michelin";"335";"4562.990";"";""
"1998";"8";"LMP1";"12";"USA";"Doyle-Risi Racing";"ZAF|BEL|ESP";"Wayne Taylor|Eric van de Poele|Fermín Velez";"Ferrari 333 SP";"Ferrari F310E 4.0L V12";"Pirelli";"332";"4516.928";"";""
"1998";"9";"GT1";"27";"JPN|DEU";"Toyota Motorsports|Toyota Team Europe";"JPN|JPN|JPN";"Ukyo Katayama|Toshio Suzuki|Keiichi Tsuchiya";"Toyota GT-One";"Toyota R36V 3.6L Turbo V8";"Michelin";"326";"4443.214";"";""
"1998";"10";"GT1";"33";"JPN|GBR";"Nissan Motorsports|TWR";"JPN|JPN|JPN";"Satoshi Motoyama|Takuya Kurosawa|Masami Kageyama";"Nissan R390 GT1";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"319";"4337.425";"";""
"1998";"11";"GT2";"53";"FRA";"Viper Team Oreca";"GBR|USA|ITA";"Justin Bell|David Donohue|Luca Drudi";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"317";"4308.193";"";""
"1998";"12";"LMP1";"16";"DEU";"Kremer Racing";"ITA|ITA|FRA";"Rocky Agusta|Almo Coppelli|Xavier Pompidou";"Kremer K8/2 Spyder";"Porsche Type-935 3.2L Turbo Flat-6";"Goodyear";"314";"4264.196";"";""
"1998";"13";"GT2";"51";"FRA";"Viper Team Oreca";"MCO|PRT|USA";"Olivier Beretta|Pedro Lamy|Tommy Archer";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"312";"4240.199";"";""
"1998";"14";"LMP1";"3";"ITA";"Moretti Racing Inc.";"ITA|ITA|BEL";"Gianpiero Moretti|Mauro Baldi|Didier Theys";"Ferrari 333 SP";"Ferrari F310E 4.0L V12";"Yokohama";"311";"4226.493";"";""
"1998";"15";"LMP1";"15";"FRA";"La Filière";"FRA|FRA|FRA";"Henri Pescarolo|Olivier Grouillard|Franck Montagny";"Courage C36";"Porsche Type-935 3.0L Turbo Flat-6";"Michelin";"304";"4133.121";"";""
"1998";"16";"LMP1";"24";"FRA";"Courage Compétition";"JPN|FRA|FRA";"Yojiro Terada|Franck Fréon|Olivier Thévenin";"Courage C41";"Porsche Type-935 3.0L Turbo Flat-6";"Michelin";"300";"4089.012";"";""
"1998";"17";"GT2";"64";"DEU";"Roock Racing";"DEU|FRA|GBR";"Miss Claudia Hürtgen|Michel Ligonnet|Robert Nearn";"Porsche 911 GT2";"Porsche 3.8L Turbo Flat-6";"Yokohama";"285";"3880.925";"";""
"1998";"18";"GT2";"69";"FRA";"Michel Nourry";"FRA|FRA|FRA";"Michel Nourry|Thierry Perrier|Jean-Louis Ricci";"Porsche 911 GT2";"Porsche 3.6L Turbo Flat-6";"Goodyear";"276";"3754.980";"";""
"1998";"19";"GT2";"56";"GBR";"Chamberlain Engineering";"GBR|USA|NLD";"Gary Ayles|Matt Turner|Hans Hugenholtz";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Dunlop";"270";"3673.350";"";""
"1998";"20";"GT2";"68";"CHE";"Elf Haberthur Racing";"FRA|FRA|FRA";"Éric Graham|Hervé Poulain|Jean-Luc Maury-Laribière";"Porsche 911 GT2";"Porsche 3.6L Turbo Flat-6";"Dunlop";"268";"3646.140";"";""
