"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1978";"1";"S+2.0";"2";"FRA";"Renault Sport";"FRA|FRA";"Didier Pironi|Jean-Pierre Jaussaud";"Renault Alpine A442B";"Renault 2.0L Turbo V6";"Michelin";"369";"5044.530";"";""
"1978";"2";"S+2.0";"6";"DEU";"Martini Racing Porsche System";"FRA|DEU|BEL";"Bob Wollek|Jürgen Barth|Jacky Ickx";"Porsche 936/78";"Porsche Type-935 2.1L Turbo Flat-6";"Dunlop";"364";"4968.120";"";""
"1978";"3";"S+2.0";"7";"DEU";"Martini Racing Porsche System";"USA|USA|DEU";"Hurley Haywood|Peter Gregg|Reinhold Joest";"Porsche 936/77";"Porsche Type-935 2.1L Turbo Flat-6";"Dunlop";"362";"4940.730";"";""
"1978";"4";"S+2.0";"4";"FRA";"Equipe Renault Elf Sport Calberson";"FRA|FRA|FRA|FRA";"Guy Fréquelin|Jean Ragnotti|José Dolhem|Jean-Pierre Jabouille";"Renault Alpine A442A";"Renault 2.0L Turbo V6";"Michelin";"358";"4894.390";"";""
"1978";"5";"IMSA+2.5";"90";"USA";"Dick Barbour Racing";"GBR|USA|USA";"Brian Redman|Dick Barbour|John Paul Sr.";"Porsche 935/77";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"337";"4607.420";"";""
"1978";"6";"Gr.5+2.0";"44";"DEU";"Porsche Kremer Racing";"USA|USA|USA";"Jim Busby|Chris Cord|Rick Knoop";"Porsche 935/77";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"336";"4592.970";"";""
"1978";"7";"Gr.5+2.0";"41";"FRA|BRA";"Mondelo ASA Cachia|Team Pace";"BRA|BRA|BRA";"Alfredo Guaraná|Paulo Gomes|Mário Amaral";"Porsche 935/77";"Porsche Type-935 3.0L Turbo Flat-6";"Dunlop";"329";"4489.010";"";""
"1978";"8";"Gr.5+2.0";"43";"DEU";"Martini Racing Porsche System";"LIE|DEU";"Manfred Schurti|Rolf Stommelen";"Porsche 935/78";"Porsche 3.2L Turbo Flat-6";"Dunlop";"326";"4447.730";"";""
"1978";"9";"GTP3.0";"72";"FRA";"Jean Rondeau";"FRA|FRA|FRA";"Jean Rondeau|Bernard Darniche|Jacky Haran";"Rondeau M378";"Ford Cosworth DFV 3.0L V8";"Goodyear";"294";"4019.020";"";""
"1978";"10";"S+2.0";"10";"USA";"Grand Touring Cars Inc.";"AUS|FRA|USA";"Vern Schuppan|Jacques Laffite|Sam Posey";"Mirage M9";"Renault 2.0L Turbo V6";"Goodyear";"293";"4007.730";"";""
"1978";"11";"S2.0";"31";"FRA";"ROC La Pierre du Nord";"FRA|FRA|CHE";"Michel Pignard|Lucien Roussiaud|Laurent Ferrier";"Chevron B36";"ROC-Chrysler 2.0L I4";"Goodyear";"284";"3878.210";"";""
"1978";"12";"GT3.0";"66";"FRA";"BP Racing / Anne-Charlotte Verney";"FRA|FRA|FRA";"Mme Anne-Charlotte Verney|Xavier Lapeyre|François Servanin";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Michelin";"279";"3817.920";"";""
"1978";"13";"GTP3.0";"71";"CHE";"André Chevalley Racing";"CHE|FRA";"André Chevalley|François Trisconi";"Inaltera LM";"Ford Cosworth DFV 3.0L V8";"Goodyear";"279";"3810.170";"";""
"1978";"14";"IMSA+2.5";"97";"GBR";"Charles Ivey Racing";"AUS|GBR|USA";"Larry Perkins|Gordon Spice|John Rulon-Miller";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Goodyear";"278";"3801.150";"";""
"1978";"15";"S+2.0";"8";"GBR";"Alain de Cadenet";"GBR|GBR";"Alain de Cadenet|Chris Craft";"De Cadenet-Lola LM";"Ford Cosworth DFV 3.0L V8";"Goodyear";"273";"3729.570";"";""
"1978";"16";"IMSA+2.5";"86";"FRA|USA";"Écurie Grand Competition Cars|North American Racing Team";"FRA|FRA";"François Migault|Lucien Guitteny";"Ferrari 365 GT4/BB";"Ferrari 4.9L Flat-12";"Goodyear";"262";"3579.340";"";""
"1978";"17";"GT+3.0";"62";"FRA";"Ségolen";"FRA|FRA|FRA";"Christian Bussi|Jean-Claude Briavoine|""Ségolen"" (André Gahinet)";"Porsche 934";"Porsche 3.0L Turbo Flat-6";"Michelin";"259";"3540.880";"";""
"1978";"NC";"S2.0";"23";"CHE";"Artos Francy Sauber PP AG";"CHE|CHE|CHE";"Marc Surer|Eugen Strähl|Harry Blumer";"Sauber C5";"BMW 2.0L I4";"Pirelli";"257";"3506.320";"";""
"1978";"NC";"S2.0";"20";"CHE";"C.H. Graeminger";"CHE|CHE|FRA";"Sandro Plastina|Mario Luini|Jean-Daniel Grandjean";"Cheetah G601";"Ford Cosworth BDG 2.0L I4";"Goodyear";"250";"3420.670";"";""
"1978";"NC";"GT3.0";"64";"FRA";"Georges Bourdillat";"FRA|FRA|FRA";"Georges Bourdillat|Alain-Michel Bernhard|Jean-Luc Favresse";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Michelin";"241";"3295.380";"";""
"1978";"NC";"S2.0";"25";"FRA";"Team Pronuptia";"FRA|FRA|FRA";"Bruno Sotty|Gérard Cuynet|Jean-Claude Dufrey";"Lola T294/6";"Ford Cosworth FVC 1.9L I4";"Goodyear";"238";"3250.890";"";""
"1978";"NC";"S2.0";"24";"FRA";"Team Pronuptia";"FRA|FRA|FRA";"Michel Elkoubi|Pierre Yver|Philippe Streiff";"Lola T296";"Ford Cosworth FVC 1.9L I4";"Goodyear";"232";"3159.140";"";""
"1978";"NC";"S2.0";"28";"FRA";"Dominique Lacaud";"FRA|FRA|FRA";"Michel Lateste|Jean-François Auboiron|Dominique Lacaud";"Lola T297";"BMW 2.0L I4";"Goodyear";"217";"2965.070";"";""
"1978";"NC";"Gr.5+2.0";"45";"DEU";"Porsche Kremer Racing";"DEU|DEU|FRA";"""John Winter"" (Louis Krages)|Dieter Schornstein|Philippe Gurdjian";"Porsche 935/77";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"182";"2494.860";"";""
"1978";"NC";"S2.0";"27";"GBR";"Mogil Motors Ltd. with Kores Racing";"GBR|GBR|FRA|GBR";"Tony Charnell|Robin Smith|Fréderic Alliot|Richard Jones";"Chevron B31";"Ford Cosworth BDG 2.0L I4";"Goodyear";"180";"2455.200";"";""
"1978";"DNF";"S+2.0";"1";"FRA";"Renault Sport";"FRA|FRA";"Jean-Pierre Jabouille|Patrick Depailler";"Renault Alpine A443";"Renault 2.0L Turbo V6";"Michelin";"279";"3805.560";"";"Engine"
"1978";"DNF";"S+2.0";"5";"DEU";"Martini Racing Porsche System";"BEL|FRA|DEU";"Jacky Ickx|Henri Pescarolo|Jochen Mass";"Porsche 936/78";"Porsche Type-935 2.1L Turbo Flat-6";"Dunlop";"255";"3478.200";"";"Accident"
"1978";"DNF";"IMSA+2.5";"88";"FRA";"Pozzi-Thompson JMS Racing";"FRA|ITA";"Jean-Claude Andruet|Spartaco Dini";"Ferrari 512BB";"Ferrari 4.9L Flat-12";"Michelin";"251";"3423.640";"";"Engine"
"1978";"DNF";"IMSA+2.5";"87";"USA";"Luigi Chinetti Sr.";"FRA|FRA|USA";"Jacques Guérin|Jean-Pierre Delauney|Gregg Young";"Ferrari 512BB";"Ferrari 4.9L Flat-12";"Goodyear";"232";"3164.480";"";"Transmission (gearbox)"
"1978";"DNF";"IMSA+2.5";"89";"FRA";"Pozzi-Thompson JMS Racing";"FRA|FRA";"Claude Ballot-Léna|Jean-Louis Lafosse";"Ferrari 512BB";"Ferrari 4.9L Flat-12";"Michelin";"218";"2973.520";"";"Transmission (gearbox)"
"1978";"DNF";"S+2.0";"19";"GBR";"IBEC Racing Developments Ltd.";"GBR|GBR";"Guy Edwards|Ian Grob";"Ibec-Hesketh 308LM";"Ford Cosworth DFV 3.0L V8";"Goodyear";"195";"2659.800";"";"Engine (connecting rod)"
"1978";"DNF";"S2.0";"30";"FRA";"ROC La Pierre du Nord";"FRA|FRA|MAR";"Jacques Henry|Albert Dufrene|Max Cohen-Olivar";"Chevron B36";"ROC-Chrysler 2.0L I4";"Goodyear";"195";"2659.800";"";"Engine (piston)"
"1978";"DNF";"GTP+3.0";"78";"FRA";"WM A.E.R.E.M. / Team Esso Aseptogyl";"FRA|FRA|FRA";"Christian Debias|Xavier Mathiot|Marc Sourd";"WMP78";"PeugeotPRV 2.7L Turbo V6";"Michelin";"186";"2537.040";"";"Accident"
"1978";"DNF";"GTP3.0";"76";"FRA";"WM A.E.R.E.M. / Team Esso Aseptogyl";"FRA|FRA";"Mme Christine Dacremont|Mme Marianne Hoepfner";"WMP76";"PeugeotPRV 2.7L V6";"Michelin";"171";"2332.440";"";"Engine (head gasket)"
