"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"2011";"1";"LMP1";"2";"DEU";"Audi Sport Team Joest";"CHE|DEU|FRA";"Marcel F?ssler|Andr? Lotterer|Beno?t Tr?luyer";"Audi R18 TDI";"Audi TDI 3.7 L Turbo V6(Diesel)";"Michelin";"355";"4838.300";"";""
"2011";"2";"LMP1";"9";"FRA";"Team Peugeot Total";"FRA|FRA|PRT";"Sébastien Bourdais|Simon Pagenaud|Pedro Lamy";"Peugeot 908";"Peugeot HDi 3.7 L Turbo V8(Diesel)";"Michelin";"355";"4838.300";"";""
"2011";"3";"LMP1";"8";"FRA";"Peugeot Sport Total";"FRA|FRA|FRA";"Stéphane Sarrazin|Franck Montagny|Nicolas Minassian";"Peugeot 908";"Peugeot HDi 3.7 L Turbo V8(Diesel)";"Michelin";"353";"4811.040";"";""
"2011";"4";"LMP1";"7";"FRA";"Peugeot Sport Total";"GBR|AUT|ESP";"Anthony Davidson|Alexander Wurz|Marc Gené";"Peugeot 908";"Peugeot HDi 3.7 L Turbo V8(Diesel)";"Michelin";"351";"4783.780";"";""
"2011";"5";"LMP1";"10";"FRA";"Team Oreca-Matmut";"FRA|FRA|FRA";"Nicolas Lapierre|Loïc Duval|Olivier Panis";"Peugeot 908 HDi FAP";"Peugeot HDi 5.5 L Turbo V12(Diesel)";"Michelin";"339";"4620.230";"";""
"2011";"6";"LMP1";"12";"CHE";"Rebellion Racing";"FRA|CHE|NLD";"Nicolas Prost|Neel Jani|Jeroen Bleekemolen";"Lola B10/60";"Toyota RV8KLM 3.4 L V8";"Michelin";"338";"4606.600";"";""
"2011";"7";"LMP1";"22";"BEL|BEL";"Kronos Racing|Marc VDS Racing Team";"BEL|BEL|BEL";"Mme Vanina Ickx|Bas Leinders|Maxime Martin";"Lola-Aston Martin B09/60";"Aston Martin 6.0 L V12";"Michelin";"328";"4470.310";"";""
"2011";"8";"LMP2";"41";"GBR";"Greaves Motorsport";"SAU|FRA|GBR";"Karim Ojjeh|Olivier Lombard|Tom Kimber-Smith";"Zytek Z11SN";"Nissan VK45DE 4.5 L V8";"Dunlop";"326";"4443.050";"";""
"2011";"9";"LMP2";"26";"FRA";"Signatech Nissan";"FRA|FRA|ESP";"Soheil Ayari|Franck Mailleux|Lucas Ordóñez";"Oreca 03";"Nissan VK45DE 4.5 L V8";"Dunlop";"320";"4361.280";"";""
"2011";"10";"LMP2";"33";"USA";"Level 5 Motorsports";"USA|FRA|PRT";"Scott Tucker|Christophe Bouchut|João Barbosa";"Lola B08/80";"HPD HR28TT 2.8 L Turbo V6";"Michelin";"319";"4347.650";"";""
"2011";"11";"LMGTEPro";"73";"USA";"Corvette Racing";"MCO|USA|ESP";"Olivier Beretta|Tommy Milner|Antonio García";"Corvette C6.R";"Corvette 5.5 L V8";"Michelin";"314";"4279.510";"";""
"2011";"12";"LMP2";"36";"GBR";"RML";"GBR|GBR|BRA";"Mike Newton|Ben Collins|Thomas Erdos";"HPD ARX-01d";"HPD HR28TT 2.8 L Turbo V6";"Dunlop";"314";"4279.510";"";""
"2011";"13";"LMGTEPro";"51";"ITA";"AF Corse SRL";"ITA|ITA|FIN";"Giancarlo Fisichella|Gianmaria Bruni|Toni Vilander";"Ferrari 458 Italia GT2";"Ferrari 4.5 L V8";"Michelin";"314";"4279.510";"";""
"2011";"14";"LMP2";"49";"FRA";"OAK Racing";"JPN|BEL|CZE";"Shinji Nakano|Nicolas de Crem|Jan Charouz";"OAK Pescarolo 01";"Judd- BMW HK 3.6 L V8";"Dunlop";"313";"4265.880";"";""
"2011";"15";"LMGTEPro";"56";"DEU";"BMW Motorsport";"GBR|DEU|USA";"Andy Priaulx|Dirk Müller|Joey Hand";"BMW M3 GT2";"BMW 4.0 L V8";"Dunlop";"313";"4265.880";"";""
"2011";"16";"LMGTEPro";"77";"DEU";"Team Felbermayr-Proton";"DEU|DEU|AUT";"Marc Lieb|Wolf Henzler|Richard Lietz";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"312";"4252.250";"";""
"2011";"17";"LMGTEPro";"76";"FRA";"IMSA Performance Matmut";"FRA|FRA|FRA";"Raymond Narac|Patrick Pilet|Nicolas Armindo";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"311";"4238.620";"";""
"2011";"18";"LMGTEPro";"80";"USA";"Flying Lizard Motorsports";"DEU|DEU|USA";"Jörg Bergmeister|Lucas Luhr|Patrick Long";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"310";"4224.990";"";""
"2011";"19";"LMP2";"40";"CHE";"Race Performance";"CHE|CHE|FRA";"Michel Frey|Ralph Meichtry|Marc Rostan";"Oreca 03";"Judd- BMW HK 3.6 L V8";"Dunlop";"304";"4143.220";"";""
"2011";"20";"LMGTEAm";"50";"FRA";"Larbre Compétition";"FRA|FRA|CHE";"Patrick Bornhauser|Julien Canal|Gabriele Gardel";"Corvette C6.R";"Corvette 5.5 L V8";"Michelin";"302";"4115.960";"";""
"2011";"21";"LMGTEAm";"70";"FRA";"Larbre Compétition";"FRA|FRA|FRA";"Christophe Bourret|Pascal Gibon|Jean-Philippe Belloc";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"301";"4102.330";"";""
"2011";"22";"LMGTEPro";"65";"AUT";"Lotus Jetalliance";"CHE|GBR|GBR";"Jonathan Hirschi|Johnny Mowlem|James Rossiter";"Lotus Evora GTE";"Toyota- Cosworth 4.0 L V6";"Michelin";"295";"4020.560";"";""
"2011";"23";"LMGTEPro";"75";"BEL";"Prospeed Competition";"BEL|DEU|NLD";"Marc Goossens|Marco Holzer|Jaap van Lagen";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"293";"3993.300";"";""
"2011";"24";"LMGTEPro";"66";"GBR";"JMW Motorsport";"GBR|GBR|NLD";"Rob Bell|Tim Sugden|Xavier Maassen";"Ferrari 458 Italia GT2";"Ferrari 4.5 L V8";"Dunlop";"290";"3952.410";"";""
"2011";"25";"LMP2";"35";"FRA";"OAK Racing";"FRA|FRA|ITA";"Frédéric Da Rocha|Patrice Lafargue|Andrea Barlesi";"OAK Pescarolo 01";"Judd- BMW HK 3.6 L V8";"Dunlop";"288";"3925.150";"";""
"2011";"26";"LMGTEAm";"68";"USA";"Robertson Racing LLC";"USA|USA|USA";"David Robertson|Miss Andrea Robertson|David Murry";"Ford GT-R Mk. VII";"Ford 5.0 L V8";"Michelin";"285";"3884.270";"";""
"2011";"27";"LMGTEAm";"83";"MCO";"JMB Racing";"FRA|FRA|FRA";"Manuel Rodrigues|Jean-Marc Menahem|Nicolas Marroc";"Ferrari F430 GTE";"Ferrari 4.0 L V8";"Dunlop";"272";"3707.090";"";""
"2011";"NC";"LMP2";"44";"FRA";"Extrême Limite AM Paris";"FRA|FRA|FRA";"Fabien Rosier|Phillipe Haezebrouck|Jean-René de Fournoux";"Norma MP200P";"Judd- BMW HK 3.6 L V8";"Dunlop";"247";"3366.363";"";"Insufficient distance"
"2011";"DNF";"LMP1";"16";"FRA";"Pescarolo Team";"FRA|FRA|FRA";"Emmanuel Collard|Christophe Tinseau|Julien Jousse";"Pescarolo 01";"Judd GV5 S2 5.0 L V10";"Michelin";"305";"4156.845";"22:06:00";"Accident (out of track)"
"2011";"DNF";"LMGTEPro";"55";"DEU";"BMW Motorsport";"BRA|DEU|DEU";"Augusto Farfus|Jörg Müller|Dirk Werner";"BMW M3 GT2";"BMW 4.0 L V8";"Dunlop";"276";"3761.604";"21:27:00";"Transmission (cardan)"
"2011";"DNF";"LMGTEPro";"74";"USA";"Corvette Racing";"GBR|GBR|DNK";"Oliver Gavin|Richard Westbrook|Jan Magnussen";"Corvette C6.R";"Corvette 5.5 L V8";"Michelin";"211";"2875.719";"16:55:00";"Accident (out of track)"
"2011";"DNF";"LMGTEAm";"81";"USA";"Flying Lizard Motorsports";"USA|USA|USA";"Seth Neiman|Darren Law|Spencer Pumpelly";"Porsche 997 GT3-RSR";"Porsche 4.0 L Flat-6";"Michelin";"211";"2875.719";"17:28:00";"Engine"
