"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1991";"1";"C2";"55";"JPN";"Mazdaspeed Co. Ltd.";"DEU|GBR|BEL";"Volker Weidler|Johnny Herbert|Bertrand Gachot";"Mazda 787B";"Mazda R26B 2.6L 4- Rotor";"Dunlop";"362";"4922.810";"";""
"1991";"2";"C2";"35";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"USA|BRA|FRA";"Davy Jones|Raul Boesel|Michel Ferté";"Jaguar XJR-12";"Jaguar 7.4L V12";"Goodyear";"360";"4896.000";"";""
"1991";"3";"C2";"34";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"FRA|ITA|GBR";"Bob Wollek|Teo Fabi|Kenny Acheson";"Jaguar XJR-12";"Jaguar 7.4L V12";"Goodyear";"358";"4868.800";"";""
"1991";"4";"C2";"33";"GBR|GBR";"Silk Cut Jaguar|Tom Walkinshaw Racing";"GBR|DNK|GBR";"Derek Warwick|John Nielsen|Andy Wallace";"Jaguar XJR-12";"Jaguar 7.4L V12";"Goodyear";"356";"4841.600";"";""
"1991";"5";"C2";"31";"DEU";"Team Sauber Mercedes";"AUT|DEU|DEU";"Karl Wendlinger|Michael Schumacher|Fritz Kreutzpointner";"Mercedes-Benz C11";"Mercedes-Benz M119 5.0L Turbo V8";"Goodyear";"355";"4828.000";"";""
"1991";"6";"C2";"18";"JPN|FRA";"Mazdaspeed Co. Ltd.|Oreca";"IRL|SWE|BRA";"David Kennedy|Stefan Johansson|Maurizio Sandro Sala";"Mazda 787B";"Mazda R26B 2.6L 4- Rotor";"Dunlop";"355";"4828.000";"";""
"1991";"7";"C2";"58";"AUT|DEU";"Konrad Motorsport|Joest Porsche Racing";"DEU|GBR|DEU";"Hans-Joachim Stuck|Derek Bell|Frank Jelinski";"Porsche 962C";"Porsche Type-935 3.2L Turbo Flat-6";"Goodyear";"347";"4719.200";"";""
"1991";"8";"C2";"56";"JPN|FRA";"Mazdaspeed Co. Ltd.|Oreca";"BEL|JPN|JPN";"Pierre Dieudonné|Takashi Yorino|Yojiro Terada";"Mazda 787";"Mazda R26B 2.6L 4- Rotor";"Dunlop";"346";"4705.600";"";""
"1991";"9";"C2";"11";"DEU";"Porsche Kremer Racing";"DEU|FIN|FIN";"Manuel Reuter|Harri Toivonen|""JJ Lehto"" Jyrki Juhani Järvilehto";"Porsche 962CK6";"Porsche Type-935 3.2L Turbo Flat-6";"Yokohama";"343";"4664.800";"";""
"1991";"10";"C2";"17";"CHE";"Repsol Brun Motorsport";"ARG|ESP|CHE";"Oscar Larrauri|Jesús Pareja|Walter Brun";"Porsche 962C";"Porsche Type-935 3.2L Turbo Flat-6";"Yokohama";"338";"4596.800";"";""
"1991";"11";"C2";"12";"FRA";"Courage Compétition";"FRA|FRA|FRA";"François Migault|Lionel Robert|Jean-Daniel Raulet";"Cougar C26S";"Porsche Type-935 3.0L Turbo Flat-6";"Goodyear";"331";"4501.600";"";""
