"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1999";"1";"LMP";"15";"DEU";"BMW Motorsport";"DEU|ITA|FRA";"Joachim Winkelhock|Pierluigi Martini|Yannick Dalmas";"BMW V12 LMR";"BMW S70 6.0L V12";"Michelin";"366";"4982.974";"";""
"1999";"2";"LMGTP";"3";"JPN|DEU";"Toyota Motorsport|Toyota Team Europe";"JPN|JPN|JPN";"Ukyo Katayama|Keiichi Tsuchiya|Toshio Suzuki";"Toyota GT-One";"Toyota R36V 3.6L Turbo V8";"Michelin";"365";"4971.215";"";""
"1999";"3";"LMP";"8";"DEU";"Audi Sport Team Joest";"DEU|BEL|ITA";"Frank Biela|Didier Theys|Emanuele Pirro";"Audi R8R";"Audi 3.6L Turbo V8";"Michelin";"361";"4911.143";"";""
"1999";"4";"LMP";"7";"DEU";"Audi Sport Team Joest";"ITA|ITA|FRA";"Michele Alboreto|Rinaldo Capello|Laurent Aïello";"Audi R8R";"Audi 3.6L Turbo V8";"Michelin";"347";"4724.871";"";""
"1999";"5";"LMP";"18";"GBR";"Price+ Bscher";"DEU|USA|GBR";"Dr. Thomas Bscher|Bill Auberlen|Steve Soper";"BMW V12 LM";"BMW S70 6.0L V12";"Yokohama";"346";"4713.650";"";""
"1999";"6";"LMP";"13";"FRA";"Courage Compétition";"ITA|ITA|ITA";"Alex Caffi|Andrea Montermini|Domenico Schiattarella";"Courage C52";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"343";"4660.565";"";""
"1999";"7";"LMP";"12";"USA";"Panoz Motorsports";"AUS|FRA|USA";"David Brabham|Éric Bernard|Butch Leitzinger";"Panoz LMP-1 Roadster-S";"Ford ( Élan) 6.0L V8";"Michelin";"337";"4587.348";"";""
"1999";"8";"LMP";"21";"JPN";"Nissan Motorsports";"FRA|BEL|SWE";"Didier Cottaz|Marc Goossens|Fredrik Ekblom";"Courage C52";"Nissan VRH35L 3.5L Turbo V8";"Bridgestone";"335";"4551.747";"";""
"1999";"9";"LMP";"14";"FRA";"Pescarolo Promotion Racing Team";"FRA|FRA|FRA";"Henri Pescarolo|Michel Ferté|Patrice Gay";"Courage C50";"Porsche 3.0L Turbo Flat-6";"Pirelli";"328";"4466.596";"";""
"1999";"10";"GTS";"51";"FRA";"Viper Team Oreca";"MCO|AUT|FRA";"Olivier Beretta|Karl Wendlinger|Dominique Dupuy";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"326";"4439.021";"";""
"1999";"11";"LMP";"11";"USA";"Panoz Motorsports";"USA|DNK|ITA";"Johnny O'Connell|Jan Magnussen|Max Angelelli";"Panoz LMP-1 Roadster-S";"Ford ( Élan) 6.0L V8";"Michelin";"324";"4410.482";"";""
"1999";"12";"GTS";"52";"FRA";"Viper Team Oreca";"USA|GBR|BEL";"Tommy Archer|Justin Bell|Marc Duez";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"319";"4343.782";"";""
"1999";"13";"GT";"81";"DEU";"Manthey Racing GmbH";"DEU|NLD|ITA";"Uwe Alzen|Patrick Huisman|Luca Riccitelli";"Porsche 911 GT3-R";"Porsche 3.6L Flat-6";"Pirelli";"318";"4320.392";"";""
"1999";"14";"GTS";"56";"GBR";"Chamberlain Engineering";"PRT|NLD|CHE";"Ni Amorim|Hans Hugenholtz|Toni Seiler";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"315";"4283.209";"";""
"1999";"15";"GTS";"50";"FRA";"CICA Team Oreca";"PRT|PRT|PRT";"Manuel Mello-Breyner|Pedro Mello-Breyner|Tomaz Mello-Breyner";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"313";"4265.509";"";""
