"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1967";"1";"P+5.0";"1";"USA|USA";"Ford Motor Company|Shelby-American Inc.";"USA|USA";"Dan Gurney|A. J. Foyt";"Ford Mk IV";"Ford 7.0L V8";"Goodyear";"388";"5232.900";"";""
"1967";"2";"P5.0";"21";"ITA";"SpA Ferrari SEFAC";"ITA|GBR";"Ludovico Scarfiotti|Mike Parkes";"Ferrari 330 P4";"Ferrari 4.0L V12";"Firestone";"384";"5180.590";"";""
"1967";"3";"P5.0";"24";"BEL";"Equipe Nationale Belge";"BEL|BEL";"Willy Mairesse|""Beurlys"" (Jean Blaton)";"Ferrari 330 P4";"Ferrari 4.0L V12";"Firestone";"377";"5084.390";"";""
"1967";"4";"P+5.0";"2";"USA|USA";"Ford Motor Company|Shelby-American Inc.";"NZL|USA";"Bruce McLaren|Mark Donohue";"Ford Mk IV";"Ford 7.0L V8";"Goodyear";"359";"4844.140";"";""
"1967";"5";"P2.0";"41";"DEU";"Porsche System Engineering";"CHE|DEU";"Jo Siffert|Hans Herrmann";"Porsche 907langheck";"Porsche 1991cc F6";"Dunlop";"358";"4830.550";"";""
"1967";"6";"P2.0";"38";"DEU";"Porsche System Engineering";"DEU|DEU";"Rolf Stommelen|Jochen Neerpasch";"Porsche 910kurzheck";"Porsche 1991cc F6";"Dunlop";"351";"4735.900";"";""
"1967";"7";"S2.0";"37";"DEU";"Porsche System Engineering";"NLD|GBR";"Ben Pon|Vic Elford";"Porsche 906";"Porsche 1991cc F6";"Dunlop";"327";"4409.450";"";""
"1967";"8";"S2.0";"66";"FRA";"Christian Poirot (private entrant)";"FRA|DEU";"Christian Poirot|Gerhard 'Gerd' Koch";"Porsche 906";"Porsche 1991cc F6";"Dunlop";"321";"4328.690";"";""
"1967";"9";"P1.3";"46";"FRA";"Société Automobiles Alpine";"FRA|FRA";"Henri Grandsire|José Rosinski";"Alpine A210";"Renault-Gordini 1296cc S4";"";"321";"4323.990";"";""
"1967";"10";"P1.3";"49";"FRA";"Ecurie Savin-Calberson";"FRA|FRA";"André de Cortanze|Alain LeGuellec";"Alpine A210";"Renault-Gordini 1296cc S4";"";"318";"4283.550";"";""
"1967";"11";"GT5.0";"28";"CHE";"Scuderia Filipinetti";"CHE|CHE";"Dieter Spoerry|Hans-Heinrich 'Rico' Steinemann";"Ferrari 275 GTB Competizione";"Ferrari 3.3L V12";"Firestone";"317";"4281.000";"";""
"1967";"12";"P1.3";"48";"FRA";"Ecurie Savin-Calberson";"FRA|FRA";"Roger Delageneste|Jacques Cheinisse";"Alpine A210";"Renault-Gordini 1296cc S4";"";"311";"4197.980";"";""
"1967";"13";"P1.6";"45";"FRA";"Société Automobiles Alpine";"BEL|FRA";"Mauro Bianchi|Jean Vinatier";"Alpine A210";"Renault-Gordini 1470cc S4";"Michelin";"311";"4189.280";"";""
"1967";"14";"GT2.0";"42";"FRA";"Auguste Veuillet (private entrant)";"FRA|DEU";"Robert Buchet|Herbert Linge";"Porsche 911 S";"Porsche 1991cc F6";"Dunlop";"308";"4158.090";"";""
"1967";"15";"P1.3";"51";"GBR";"Donald Healey Motor Company";"GBR|GBR";"Clive Baker|Andrew Hedges";"Austin-Healey Sprite Le Mans";"BMC 1293cc S4";"";"289";"3897.050";"";""
"1967";"NC";"S1.3";"64";"FRA";"Ecurie du Maine";"FRA|FRA";"Marcel Martin|Jean Mesange";"Abarth 1300 OT";"Fiat-Abarth 1289cc S4";"Dunlop";"262";"3531.530";"";""
"1967";"DNF";"P+5.0";"57";"USA|USA";"Ford Motor Company|Shelby-American Inc.";"USA|AUS";"Ronnie Bucknum|Paul Hawkins";"Ford Mk.IIB";"Ford 7.0L V8";"Goodyear";"271";"3647.931";"17:00:00";"Engine (valves)"
"1967";"DNF";"P5.0";"19";"ITA";"SpA Ferrari SEFAC";"DEU|GBR";"Günter Klass|Peter Sutcliffe";"Ferrari 330 P4";"Ferrari 4.0L V12";"Firestone";"246";"3311.406";"17:00:00";"Fuel pump"
"1967";"DNF";"P+5.0";"7";"USA";"Chaparral Cars Inc.";"USA|GBR";"Phil Hill|Mike Spence";"Chaparral 2F";"Chevrolet 7.0L V8";"Firestone";"225";"3028.725";"17:00:00";"Transmission, oil leak"
"1967";"DNF";"P1.3";"47";"FRA";"Société Automobiles Alpine";"FRA|FRA";"Jean-Claude Andruet|Robert Bouharde";"Alpine A210";"Renault-Gordini 1296cc S4";"Michelin";"219";"2947.959";"16:00:00";"Accident"
"1967";"DNF";"P5.0";"23";"GBR";"Maranello Concessionaires";"GBR|GBR";"Richard Attwood|Piers Courage";"Ferrari 412P";"Ferrari 4.0L V12";"Firestone";"208";"2799.888";"14:00:00";"Oil pump"
"1967";"DNF";"P1.15";"56";"FRA";"Société Automobiles Alpine";"FRA|FRA";"Gérard Larrousse|Patrick Depailler";"Alpine A210";"Renault-Gordini 1005cc S4";"";"204";"2746.044";"16:00:00";"Distribution"
"1967";"DNF";"P1.15";"55";"USA";"North American Racing Team";"FRA|FRA";"Jean-Luc Thérier|François Chevalier";"Alpine M64";"Renault-Gordini 1005cc S4";"Michelin";"201";"2705.661";"17:00:00";"Engine"
