"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"2001";"1";"LMP900";"1";"DEU";"Audi Sport Team Joest";"DEU|ITA|DNK";"Frank Biela|Emanuele Pirro|Tom Kristensen";"Audi R8";"Audi 3.6L Turbo V8";"Michelin";"321";"4367.200";"";""
"2001";"2";"LMP900";"2";"DEU";"Audi Sport North America";"FRA|ITA|ITA";"Laurent Aïello|Rinaldo Capello|Christian Pescatori";"Audi R8";"Audi 3.6L Turbo V8";"Michelin";"320";"4353.600";"";""
"2001";"3";"LMGTP";"8";"GBR";"Team Bentley";"GBR|USA|BEL";"Andy Wallace|Butch Leitzinger|Eric van de Poele";"Bentley EXP Speed 8";"Bentley ( Audi) 3.6L Turbo V8";"Dunlop";"306";"4163.100";"";""
"2001";"4";"LMP900";"16";"FRA";"Team PlayStation";"MCO|AUT|PRT";"Olivier Beretta|Karl Wendlinger|Pedro Lamy";"Chrysler LMP";"Chrysler ( Mopar) 6.0L V8";"Michelin";"298";"4054.300";"";""
"2001";"5";"LMP675";"38";"FRA";"ROC Auto";"ESP|CHE|FRA";"Jordi Gené|Jean-Denis Délétraz|Pascal Fabre";"Reynard 2KQ-LM";"Volkswagen HPT16 2.0L Turbo I4";"Michelin";"284";"3863.800";"";""
"2001";"6";"GT";"83";"DEU";"Seikel Motorsport";"ITA|ITA|ITA";"Gabrio Rosa|Fabio Babini|Luca Drudi";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Yokohama";"283";"3850.200";"";""
"2001";"7";"GT";"77";"DEU";"Freisinger Motorsport";"USA|FRA|FRA";"Gunnar Jeannette|Romain Dumas|Philippe Haezebrouck";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Yokohama";"282";"3836.600";"";""
"2001";"8";"GTS";"63";"USA";"Corvette Racing";"CAN|USA|USA";"Ron Fellows|Scott Pruett|Johnny O'Connell";"Chevrolet Corvette C5-R";"Chevrolet LS7R 7.0L V8";"Goodyear";"278";"3782.200";"";""
"2001";"9";"GT";"75";"FRA";"Perspective Racing";"FRA|BEL|GBR";"Thierry Perrier|Michel Neugarten|Nigel Smith";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Dunlop";"275";"3741.400";"";""
"2001";"10";"GT";"80";"FRA";"Larbre Compétition";"FRA|FRA|FRA";"Jean-Luc Chéreau|Patrice Goueslard|Sébastien Dumez";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Michelin";"274";"3727.800";"";""
"2001";"11";"GT";"72";"JPN";"Team Taisan ( ja) Advan";"JPN|JPN|JPN";"Hideo Fukuyama|Atsushi Yogo|Kazuyuki Nishizawa";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Yokohama";"273";"3714.200";"";""
"2001";"12";"GT";"82";"DEU";"Seikel Motorsport";"CAN|MAR|NZL";"Tony Burgess|Max Cohen-Olivar|Andrew Bagnall";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Yokohama";"272";"3700.600";"";""
"2001";"13";"LMP900";"17";"FRA";"Pescarolo Sport";"FRA|FRA|FRA";"Sébastien Bourdais|Jean-Christophe Boullion|Laurent Rédon";"Courage C60";"Peugeot A32 3.2L Turbo V6";"Michelin";"271";"3687.000";"";""
"2001";"14";"GTS";"64";"USA";"Corvette Racing";"USA|USA|FRA";"Andy Pilgrim|Kelly Collins|Franck Fréon";"Chevrolet Corvette C5-R";"Chevrolet LS7R 7.0L V8";"Goodyear";"271";"3687.000";"";""
"2001";"15";"LMP900";"6";"FRA";"DAMS";"ZAF|ITA|FRA";"Wayne Taylor|Max Angelelli|Christophe Tinseau";"Cadillac Northstar LMP01";"Cadillac Northstar 4.0L Turbo V8";"Michelin";"270";"3673.400";"";""
"2001";"16";"GT";"76";"GBR|GBR";"PK Sport|Ricardo Engineering";"GBR|GBR|GBR";"Mike Youles|Dave Warnock|Stephen Day";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Dunlop";"265";"3605.300";"";""
"2001";"17";"GT";"74";"FRA|FRA";"Warm-Up Luc Alphand Aventures|JMB Racing";"FRA|FRA|FRA";"Luc Alphand|Michel Ligonnet|Luis Marques";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Michelin";"265";"3605.300";"";""
"2001";"18";"GTS";"60";"USA";"Saleen-Allen Speedlab";"AUT|GBR|USA";"Franz Konrad|Oliver Gavin|Terry Borcheller";"Saleen S7-R";"Ford 7.0L V8";"Goodyear";"246";"3346.800";"";""
"2001";"19";"LMP675";"30";"FRA";"Gerard Welter";"FRA|JPN|FRA";"Stéphane Daoudi|Yojiro Terada|Jean-René de Fournoux";"WR LMP01";"Peugeot 2.0L Turbo I4";"Michelin";"245";"3333.200";"";""
"2001";"20";"GTS";"58";"FRA";"Larbre Compétition";"FRA|FRA|PRT";"Christophe Bouchut|Jean-Philippe Belloc|Tiago Monteiro";"Chrysler Viper GTS-R";"Chrysler 8.0L V10";"Michelin";"234";"3183.600";"";""
"2001";"NC";"GT";"79";"FRA";"Noël del Bello Racing";"FRA|FRA|FRA";"Sylvain Noël|Jean-Luc Maury-Laribière|Georges Forgeois";"Porsche 911 GT3-RS";"Porsche 3.6L Flat-6";"Dunlop";"193";"2625.800";"";"Insufficient distance"
"2001";"DNF";"LMP900";"14";"FRA";"Viper Team Oreca";"JPN|JPN|PRT";"Seiji Ara|Masahiko Kondo|Ni Amorim";"Chrysler LMP";"Chrysler ( Mopar) 6.0L V8";"Michelin";"243";"3306.015";"";"Fire"
"2001";"DNF";"GTS";"62";"GBR|GBR";"Ecurie Ecosse|Ray Mallock Ltd. (RML)";"GBR|GBR|BEL";"Johnny Mowlem|Ian McKellar|Bruno Lambert";"Saleen S7-R";"Ford 7.0L V8";"Dunlop";"175";"2380.875";"";"Engine (valves)"
"2001";"DNF";"LMP900";"9";"NLD";"Racing for Holland";"NLD|NLD|BEL";"Jan Lammers|Donny Crevels|Val Hillebrand";"Dome S101";"Judd GV4 4.0L V10";"Michelin";"156";"2122.380";"";"Electrics (battery)"
"2001";"DNF";"LMP900";"20";"GBR";"Team Ascari";"ZAF|GBR|FIN";"Werner Lupberger|Ben Collins|Harri Toivonen";"Ascari A410";"Judd GV4 4.0L V10";"Goodyear";"134";"1823.070";"";"Fuel pump"
"2001";"DNF";"LMP900";"15";"FRA";"Viper Team Oreca";"FRA|FRA|FRA";"Yannick Dalmas|Stéphane Sarrazin|Franck Montagny";"Chrysler LMP";"Chrysler ( Mopar) 6.0L V8";"Michelin";"126";"1714.230";"";"Engine"
"2001";"DNF";"GT";"70";"USA|USA";"Aspen Knolls Racing|Michael Colucci Racing (MCR)";"USA|USA|USA";"Bob Mazzuoccola|Vic Rice|Cort Wagner";"Callaway C12-R";"Chevrolet 7.0L V8";"Goodyear";"98";"1333.290";"";"Overheating"
"2001";"DNF";"LMP675";"36";"USA";"Dick Barbour Racing";"BEL|DEU|JPN";"Didier de Radiguès|Sascha Maassen|Hideshi Matsuda";"Reynard 01Q-LM";"Judd GV675 3.4L V8";"Goodyear";"95";"1292.475";"";"Fire"
"2001";"DNF";"LMP675";"32";"USA|DEU";"KnightHawk Racing|Roock Racing International";"DEU|USA|USA";"Miss Claudia Hürtgen|Rick Fairbanks|Chris Gleason";"Lola B2K/40";"Nissan 3.4L V6";"Avon";"94";"1278.870";"";"Overheating"
"2001";"DNF";"LMP675";"33";"GBR";"MG Sport & Racing Ltd.";"GBR|GBR|GBR";"Julian Bailey|Mark Blundell|Kevin McGarrity";"MG-Lola EX257";"MG ( AER) XP20 2.0L Turbo I4";"Michelin";"92";"1251.660";"";"Oil leak"
"2001";"DNF";"LMP900";"11";"USA";"Panoz Motorsports";"DEU|GBR|ZAF";"Klaus Graf|Jamie Davies|Gary Formato";"Panoz LMP07";"Élan ( Zytek) 4.0L V8";"Michelin";"86";"1170.030";"";"Accident"
"2001";"DNF";"LMP900";"12";"USA";"Panoz Motorsports";"AUS|DNK|FRA";"David Brabham|Jan Magnussen|Franck Lagorce";"Panoz LMP07";"Élan ( Zytek) 4.0L V8";"Michelin";"85";"1156.425";"";"Electrical gears"
