"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1927";"1";"3.0";"3";"GBR";"Bentley Motors Limited";"GBR|GBR";"Dr. Dudley Benjafield|Sammy Davis";"Bentley 3 Litre Speed (""Old Number 7"")";"Bentley 2.9L S4";"Dunlop";"137";"2369.807";"";""
"1927";"2";"1.1";"25";"FRA";"Société des Moteurs Salmson";"FRA|FRA";"André de Victor|Jean Hasley";"Salmson Grand Sport";"Salmson 1.1L S4";"Dunlop";"117";"2019.999";"";""
"1927";"3";"1.1";"23";"FRA";"Société des Moteurs Salmson";"FRA|FRA";"Georges Casse|André Rousseau";"Salmson Grand Sport";"Salmson 1.1L S4";"Dunlop";"115";"2002.173";"";""
"1927";"4";"1.5";"15";"FRA";"Société des Construction Automobile Parisienne";"FRA|FRA";"Lucien Desvaux|Fernand Vallon";"S.C.A.P. Type O";"S.C.A.P. 1.5L S4";"Dunlop";"111";"1915.211";"";""
"1927";"5";"1.1";"26";"FRA";"Établissements Henri Précloux";"FRA|FRA";"Guy Bouriat|Pierre Bussienne";"E.H.P. Type DS";"C.I.M.E. 1.1L S4";"Dunlop";"109";"1874.510";"";""
"1927";"6";"1.1";"21";"FRA";"Société des Applications à Refroidissement par Air";"FRA|FRA";"André Marandet|Gonzaque Lécureul";"S.A.R.A. BDE";"S.A.R.A. 1.1L S4";"Englebert";"107";"1844.844";"";""
"1927";"7";"1.1";"20";"FRA";"SA des Automobiles Tracta";"FRA|FRA";"Jean-Albert Gregoire|Lucien Lemesle";"Tracta Gephi";"S.C.A.P. 1.1L S4";"Dunlop";"98";"1687.394";"";""
"1927";"NC";"1.5";"16";"FRA";"Société des Construction Automobile Parisienne";"FRA|FRA";"Albert Clément|Henri Guilbert";"S.C.A.P. Type O";"S.C.A.P. 1.5L S8";"Dunlop";"99";"1708.938";"";"Insufficient distance"
"1927";"DNF";"2.0";"4";"FRA";"Société des Automobile Ariès";"FRA|FRA";"Robert Laly|Jean Chassagne";"Ariès Type S GP2 Surbaisée";"Ariès 3.0L S4";"Dunlop";"122";"2226.798";"";"Ignition"
"1927";"DNF";"2.0";"8";"FRA";"Fabrique Automobile de St Ouen";"FRA|FRA";"Raymond Leroy|Pierre Mesnel";"Fasto A3 Sport";"Fasto 2.0L S4";"Dunlop";"96";"1657.152";"";"Engine"
"1927";"DNF";"2.0";"10";"FRA";"Fabrique Automobile de St Ouen";"FRA|FRA";"Michel Doré|Roger Hellot";"Fasto A3 Sport";"Fasto 2.0L S4";"Dunlop";"75";"1294.650";"";"Engine"
"1927";"DNF";"2.0";"9";"FRA";"Fabrique Automobile de St Ouen";"FRA|FRA";"Frédéric Thelusson|f.n.u. Brosseau";"Fasto A3 Sport";"Fasto 2.0L S4";"Dunlop";"72";"1242.864";"";"Electrics (magneto)"
"1927";"DSQ";"1.5";"14";"FRA";"Société des Applications à Refroidissement par Air";"FRA|FRA";"Gaston Mottet|Emile Maret";"S.A.R.A. SP7";"S.A.R.A. 1.5L S6";"Englebert";"50";"863.100";"";"Accident"
"1927";"DNF";"1.1";"22";"FRA";"Société des Applications à Refroidissement par Air";"FRA|FRA";"Henri Armand|Gaston Duval";"S.A.R.A. BDE";"S.A.R.A. 1.1L S4";"Englebert";"42";"725.004";"";"Loose wheel shaft"
"1927";"DNF";"5.0";"1";"GBR";"Bentley Motors Limited";"GBR|GBR";"Frank Clement|Leslie Callingham";"Bentley 4½ Litre (""Old Mother Gun"")";"Bentley 4.4L S6";"Dunlop";"35";"604.170";"";"Accident (out of track at Maison Blanche trying to avoid #11)"
"1927";"DNF";"3.0";"2";"GBR";"Bentley Motors Limited";"FRA|GBR";"Baron André d'Erlanger|George Duller";"Bentley 3 Litre Speed";"Bentley 3.0L S4";"Dunlop";"34";"586.908";"";"Accident (at Maison Blanche with #11)"
"1927";"DNF";"2.0";"12";"FRA";"Automobiles Th. Schneider SA";"FRA|FRA";"Jacques Chanterelle|René Schiltz";"Th.Schneider 25 SP 'Le Mans'";"Theo Schneider 2.0L S4";"Dunlop";"34";"586.908";"";"Withdrawal following accident with #11"
"1927";"DNF";"2.0";"11";"FRA";"Automobiles Th. Schneider SA";"FRA|FRA";"Robert Poirier|Pierre Tabourin";"Th.Schneider 25 SP 'Le Mans'";"Theo Schneider 2.0L S4";"Dunlop";"26";"448.812";"";"Accident (out of track at Maison Blanche)"
"1927";"DSQ";"1.1";"29";"FRA";"Société des Automobile Ariès";"FRA|FRA";"Fernand Gabriel|Louis Paris";"Ariès CC2 Super";"Ariès 1.1L S4";"Dunlop";"23";"397.026";"";"Out of race, too much delay"
"1927";"DSQ";"1.1";"24";"FRA";"Société des Moteurs Salmson";"FRA|FRA";"Lionel de Marmier|Pierre Goutte";"Salmson Grand Sport";"Salmson 1.1L S4";"Dunlop";"21";"362.502";"";"Push-started"
"1927";"DSQ";"1.1";"28";"FRA";"Société des Automobile Ariès";"FRA|FRA";"Arthur Duray|Roger Delano";"Ariès CC4";"Ariès 1.1L S4";"Dunlop";"16";"276.192";"";"Out of race, too much delay"
"1927";"DSQ";"1.1";"27";"FRA";"Établissements Henri Précloux";"FRA|FRA";"Henri de Costier|Hilaire Gaignard";"E.H.P. Type DS";"C.I.M.E. 1.1L S4";"Dunlop";"8";"138.896";"";"Loss of radiator drain valve"
"1927";"DNS";"1.1";"17";"FRA";"Gendron-Michelot";"FRA|FRA";"Marcel Michelot|Lucien Bossoutrot";"GM GC3 Sport";"S.C.A.P. 1.1L S4";"";"0";"0.0";"";"Fatal accident in practice (Michelot)"
