"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1925";"1";"5.0";"5";"FRA";"Soci?t? Lorraine de Dietrich et Cie";"FRA|FRA";"G?rard de Courcelles|Andr? Rossignol";"Lorraine-Dietrich B3-6 Sport";"Lorraine-Dietrich 3.5L S6";"Englebert";"129";"2233.982";"";""
"1925";"2";"3.0";"16";"GBR";"Sunbeam Motor Company";"FRA|GBR";"Jean Chassagne|Sammy Davis";"Sunbeam 3 Litre Super Sports";"Sunbeam 3.0L S6";"Rapson";"125";"2161.600";"";""
"1925";"3";"5.0";"4";"FRA";"Société Lorraine de Dietrich et Cie";"FRA|FRA";"f.n.u. Stalter|Édouard Brisson";"Lorraine-Dietrich B3-6 Sport";"Lorraine-Dietrich 3.5L S6";"Englebert";"124";"2149.483";"";""
"1925";"4";"2.0";"29";"ITA";"Officine Meccaniche";"ITA|ITA";"Tino Danieli|Mario Danieli";"O.M. Tipo 665S Superba";"O.M. 2.0L S6";"Pirelli";"121";"2088.702";"";""
"1925";"5";"2.0";"30";"ITA";"Officine Meccaniche";"ITA|FRA";"Giulio Foresti|Aimé Vassiaux";"O.M. Tipo 665S Superba";"O.M. 2.0L S6";"Pirelli";"121";"2088.702";"";""
"1925";"6";"3.0";"11";"FRA";"Société des Automobile Ariès";"FRA|FRA";"Louis Wagner|Charles Flohot";"Ariés Type S GP";"Ariés 3.0L S4";"Michelin";"119";"2055.613";"";""
"1925";"7";"2.0";"23";"FRA";"Établissements Automobiles Rolland et Pilain SA";"FRA|FRA";"Jean de Marguenat|Louis Sire";"Rolland-Pilain C23 Super Sport";"Rolland-Pilain 2.0L S4";"Michelin";"117";"2020.314";"";""
"1925";"8";"1.5";"41";"FRA";"Société Française des Automobiles Corre";"FRA|FRA";"Louis Balart|Robert Doutrebente";"Corre La Licorne V16 10CV Sport";"S.C.A.P. 1.5L S4";"Englebert";"111";"1916.082";"";""
"1925";"9";"1.5";"42";"FRA";"Société Française des Automobiles Corre";"FRA|FRA";"Waldemar Lestienne|Robert Lestienne";"Corre La Licorne V16 10CV Sport";"S.C.A.P. 1.5L S4";"Englebert";"109";"1881.558";"";""
"1925";"10";"1.1";"50";"FRA";"Chenard-Walcker SA";"FRA|ESP";"Raymond Glaszmann|Manso de Zúñiga";"Chenard et Walcker Z1 Spéciale";"Chenard et Walcker 1.1L S4";"Michelin";"109";"1881.558";"";""
"1925";"11";"2.0";"21";"ITA";"Societa Anonima Autoconstruzoni Diatto";"FRA|ITA";"Edmond Garcia|Mario Botta";"Diatto Tipo 30";"Diatto 2.0L S4";"Englebert";"109";"1881.558";"";""
"1925";"12";"2.0";"33";"FRA";"Établissements Industriels Jacques Bignan";"FRA|FRA";"Henri Springuel|Pierre Clause";"Bignan 2 Litre Sport";"Bignan 2.0L S4";"Englebert";"109";"1881.558";"";""
"1925";"13";"1.1";"49";"FRA";"Chenard-Walcker SA";"FRA|FRA";"Robert Sénéchal|Albéric Loqueheux";"Chenard et Walcker Z1 Spéciale";"Chenard et Walcker 1.1L S4";"Michelin";"105";"1813.240";"";""
