"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1974";"1";"S3.0";"7";"FRA";"?quipe Gitanes";"FRA|FRA";"Henri Pescarolo|G?rard Larrousse";"Matra-Simca MS670C";"Matra 3.0L V12";"Goodyear";"337";"4606.571";"";""
"1974";"2";"S3.0";"22";"DEU";"Martini Racing Team";"NLD|CHE";"Gijs van Lennep|Herbert Müller";"Porsche 911 Carrera RSR Turbo";"Porsche 2.1L Turbo Flat-6";"Dunlop";"331";"4527.455";"";""
"1974";"3";"S3.0";"9";"FRA";"Équipe Gitanes";"FRA|FRA";"Jean-Pierre Jabouille|François Migault";"Matra-Simca MS670C";"Matra 3.0L V12";"Goodyear";"324";"4429.226";"";""
"1974";"4";"S3.0";"11";"GBR";"Gulf Research Racing Co.";"GBR|GBR";"Derek Bell|Mike Hailwood";"Gulf GR7";"Ford Cosworth DFV 3.0L V8";"Firestone";"317";"4323.978";"";""
"1974";"5";"GT";"71";"FRA";"Raymond Touroul";"FRA|FRA";"Cyril Grandet|Dominique Bardini";"Ferrari 365 GTB/4";"Ferrari 4.4L V12";"Michelin";"313";"4280.505";"";""
"1974";"6";"GT";"54";"USA";"North American Racing Team";"USA|FRA";"Dave Heinz|Alain Cudini";"Ferrari 365 GTB/4";"Ferrari 4.4L V12";"Goodyear";"312";"4262.238";"";""
"1974";"7";"GT";"66";"CHE";"Porsche Club Romand";"CHE|CHE|FRA";"Bernard Chenevière|Peter Zbinden|Michel Dubois";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Dunlop";"312";"4260.957";"";""
"1974";"8";"S3.0";"15";"FRA";"Automobiles Ligier";"FRA|FRA";"Jacques Laffite|Alain Serpaggi";"Ligier JS2";"Maserati 3.0L V6";"Michelin";"310";"4231.717";"";""
"1974";"9";"S3.0";"1";"USA";"North American Racing Team";"ITA|FRA";"Teodoro Zeccoli|Jean-Claude Andruet";"Ferrari 312P";"Ferrari 3.0L V12";"Goodyear";"298";"4071.650";"";""
"1974";"10";"GT";"70";"FRA";"ASA Cachia";"FRA|FRA|FRA";"Raymound Touroul|Henri Cachia|Dennis Rua";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Dunlop";"288";"3934.404";"";""
"1974";"11";"GT";"56";"USA";"North American Racing Team";"FRA|FRA";"Christian Ethuin|Lucien Guitteny";"Ferrari 365 GTB/4";"Ferrari 4.4L V12";"Goodyear";"285";"3891.532";"";""
"1974";"12";"GT";"69";"FRA";"Lucien Negeotte";"FRA|FRA";"Lucien Negeotte|Jean-Pierre Laffeach";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Dunlop";"276";"3776.175";"";""
"1974";"13";"GT";"59";"FRA";"Pierre Mauroy (private entrant)";"FRA|FRA|FRA";"Mme Anne-Charlotte Verney|Pierre Mauroy|Mme Martine Rénier";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Dunlop";"276";"3773.331";"";""
"1974";"14";"GT";"63";"FRA";"Jean-Claude Lagniez";"FRA|FRA";"Jean-Claude Lagniez|Gérard Meo";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Dunlop";"274";"3742.720";"";""
"1974";"15";"T";"86";"FRA";"Jean-Claude Aubriet";"FRA|FRA";"Jean-Claude Aubriet|""Dépnic"" (Jean-Claude Depince)";"BMW 3.0CSL";"BMW 3.5L I6";"Michelin";"269";"3677.931";"";""
"1974";"16";"GT";"57";"FRA";"Marcel Mignot";"FRA|USA";"Marcel Mignot|Harry Jones";"Ferrari 365 GTB/4";"Ferrari 4.4L V12";"Michelin";"266";"3638.968";"";""
"1974";"17";"S2.0";"30";"BEL";"Christine - Écurie Seiko";"BEL|FRA|FRA";"Mme Christine Beckers|Mme Yvette Fontaine|Mme Marie Laurent";"Chevron B23";"Ford Cosworth FVC 2.0L I4";"Firestone";"265";"3618.102";"";""
"1974";"18";"GT";"51";"FRA";"Greder Racing Team";"FRA|FRA";"Henri Greder|Mme Marie-Claude Beaumont";"Chevrolet Corvette";"Chevrolet 7.0L V8";"Michelin";"253";"3461.379";"";""
"1974";"19";"S3.0";"65";"FRA";"Christian Poirot (private entrant)";"FRA|FRA";"Christian Poirot|Jean Rondeau";"Porsche 908/2";"Porsche 3.0L Flat-8";"Dunlop";"251";"3433.663";"";""
"1974";"20";"GT";"73";"CHE|USA";"Paul Blancpain|Toad Hall";"USA|USA|CHE";"Michael Keyser|Milt Minter|Paul Blancpain";"Porsche 911 Carrera RSR";"Porsche 3.0L Flat-6";"Goodyear";"246";"3367.372";"";""
"1974";"NC";"S3.0";"25";"JPN";"Mazda Automotive";"JPN|JPN|JPN";"Yasuhiro Okamoto|Harukuni Takahashi|Yojiro Terada";"Sigma MC74";"Mazda 12A 1.2L 2-Rotor";"Dunlop";"155";"2119.510";"";"Insufficient distance"
