"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1968";"1";"S5.0";"9";"GBR";"JW Automotive Engineering";"MEX|BEL";"Pedro Rodriguez|Lucien Bianchi";"Ford GT40";"Ford 4.9L V8";"Firestone";"331";"4452.880";"";""
"1968";"2";"P3.0";"66";"CHE";"Squadra Tartaruga";"CHE|CHE";"Hans-Heinrich 'Rico' Steinemann|Dieter Spoerry";"Porsche 907LH";"Porsche 2.2L F8";"Dunlop";"326";"4378.720";"";""
"1968";"3";"P3.0";"33";"DEU";"Porsche System Engineering";"DEU|DEU";"Rolf Stommelen|Jochen Neerpasch";"Porsche 908LH";"Porsche 3.0L Flat-8";"Dunlop";"325";"4366.220";"";""
"1968";"4";"P2.0";"39";"ITA";"Autodelta SpA";"ITA|ITA";"Ignazio Giunti|Giovanni 'Nanni' Galli";"Alfa Romeo T33/2";"Alfa Romeo 1996cc V8";"Dunlop";"322";"4326.230";"";""
"1968";"5";"P2.0";"38";"ITA";"Autodelta SpA";"ITA|ITA";"Carlo Facetti|Spartaco Dini";"Alfa Romeo T33/2";"Alfa Romeo 1996cc V8";"Dunlop";"315";"4231.910";"";""
"1968";"6";"P2.0";"40";"ITA";"Autodelta SpA";"ITA|ITA";"Mario Casoni|Giampiero Biscaldi";"Alfa Romeo T33/2";"Alfa Romeo 1996cc V8";"Dunlop";"305";"4097.200";"";""
"1968";"7";"S5.0";"21";"GBR";"David Piper (private entrant)";"GBR|GBR";"David Piper|Richard Attwood";"Ferrari 275LM";"Ferrari 3.3L V12";"Goodyear";"302";"4060.390";"";""
"1968";"8";"P3.0";"30";"FRA";"Société Automobiles Alpine";"FRA|FRA";"André de Cortanze|Jean Vinatier";"Alpine A220";"Renault-Gordini 3.0L V8";"";"297";"3998.710";"";""
"1968";"9";"P2.0";"57";"FRA";"Ecurie Savin-Calberson";"FRA|FRA";"Alain LeGuellec|Alain Serpaggi";"Alpine A210";"Renault-Gordini 1470cc S4";"Dunlop";"289";"3887.890";"";""
"1968";"10";"P1.3";"52";"FRA";"Société Automobiles Alpine";"FRA|FRA";"Jean-Luc Thérier|Bernard Tramont";"Alpine A210";"Renault-Gordini 1296cc S4";"Dunlop";"288";"3866.380";"";""
"1968";"11";"P1.3";"53";"FRA";"Trophée Le Mans";"FRA|FRA";"Bob Wollek|Christian Ethuin";"Alpine A210";"Renault-Gordini 1296cc S4";"Dunlop";"282";"3789.790";"";""
"1968";"12";"GT2.0";"43";"BEL";"Jean-Pierre Gaban (private entrant)";"BEL|BEL";"Jean-Pierre Gaban|Roger van der Schrick";"Porsche 911 T";"Porsche 1991cc F6";"Dunlop";"281";"3783.850";"";""
"1968";"13";"GT2.0";"64";"FRA";"Claude Laurent (private entrant)";"FRA|FRA";"Claude Laurent|Jean-Claude Ogier";"Porsche 911 T";"Porsche 1991cc F6";"Dunlop";"276";"3710.940";"";""
"1968";"14";"P1.15";"55";"FRA";"Société Automobiles Alpine";"FRA|FRA";"Jean-Pierre Nicolas|Jean-Claude Andruet";"Alpine A210";"Renault-Gordini 1005cc S4";"Dunlop";"272";"3658.800";"";""
"1968";"15";"P1.3";"50";"GBR";"Donald Healey Motor Company";"GBR|IRL";"Roger Enever|Alec Poole";"Austin-Healey Sprite Le Mans";"BMC 1293cc S4";"Dunlop";"255";"3421.070";"";""
"1968";"NC";"P2.0";"46";"FRA";"Ecurie Fiat-Abarth France";"FRA|FRA";"Marcel Martin|Jean Mésange";"Fiat Dino";"Ferrari 1986cc V6";"Dunlop";"253";"3407.657";"";"Insufficient distance"
