"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"2009";"1";"LMP1";"9";"FRA";"Peugeot Sport Total";"AUS|ESP|AUT";"David Brabham|Marc Gen?|Alexander Wurz";"Peugeot 908 HDi FAP";"Peugeot HDi 5.5 L Turbo V12( Diesel)";"Michelin";"382";"5206.278";"";""
"2009";"2";"LMP1";"8";"FRA";"Team Peugeot Total";"FRA|FRA|FRA";"Franck Montagny|Sébastien Bourdais|Stéphane Sarrazin";"Peugeot 908 HDi FAP";"Peugeot HDi 5.5 L Turbo V12( Diesel)";"Michelin";"381";"5192.649";"";""
"2009";"3";"LMP1";"1";"DEU";"Audi Sport Team Joest";"DNK|GBR|ITA";"Tom Kristensen|Allan McNish|Rinaldo Capello";"Audi R15 TDI";"Audi TDI 5.5 L Turbo V10( Diesel)";"Michelin";"376";"5124.504";"";""
"2009";"4";"LMP1";"7";"CZE";"AMR Eastern Europe";"CZE|CZE|DEU";"Jan Charouz|Tomáš Enge|Stefan Mücke";"Lola-Aston Martin B09/60";"Aston Martin 6.0 L V12";"Michelin";"373";"5083.617";"";""
"2009";"5";"LMP1";"11";"FRA";"Team Oreca Matmut AIM";"FRA|FRA|FRA";"Olivier Panis|Nicolas Lapierre|Soheil Ayari";"Oreca 01";"AIM YS5.5 5.5 L V10";"Michelin";"370";"5042.730";"";""
"2009";"6";"LMP1";"7";"FRA";"Team Peugeot Total";"FRA|PRT|AUT";"Nicolas Minassian|Pedro Lamy|Christian Klien";"Peugeot 908 HDi FAP";"Peugeot HDi 5.5 L Turbo V12( Diesel)";"Michelin";"369";"5029.101";"";""
"2009";"7";"LMP1";"14";"DEU";"Kolles";"NLD|IND|DEU";"Charles Zwolsman Jr.|Narain Karthikeyan|André Lotterer";"Audi R10 TDI";"Audi TDI 5.5 L Turbo V12( Diesel)";"Michelin";"369";"5029.101";"";""
"2009";"8";"LMP1";"16";"FRA";"Pescarolo Sport";"FRA|FRA|PRT";"Christophe Tinseau|Bruce Jouanny|João Barbosa";"Pescarolo 01";"Judd GV5.5 S2 5.5 L V10";"Michelin";"368";"5015.472";"";""
"2009";"9";"LMP1";"15";"DEU";"Kolles";"DNK|NLD|CHE";"Christian Bakkerud|Christijan Albers|Giorgio Mondini";"Audi R10 TDI";"Audi TDI 5.5 L Turbo V12( Diesel)";"Michelin";"360";"4906.440";"";""
"2009";"10";"LMP2";"31";"DNK";"Team Essex";"DNK|DNK|FRA";"Casper Elgaard|Kristian Poulsen|Emmanuel Collard";"Porsche RS Spyder Evo";"Porsche MR6 3.4 L V8";"Michelin";"357";"4865.553";"";""
"2009";"11";"LMP1";"12";"FRA";"Signature Plus";"FRA|FRA|FRA";"Pierre Ragues|Franck Mailleux|Didier André";"Courage- Oreca LC70E";"Judd GV5.5 S2 5.5 L V10";"Michelin";"344";"4688.376";"";""
"2009";"12";"LMP2";"33";"CHE|GBR";"Speedy Racing Team|Sebah Automotive";"CHE|FRA|GBR";"Benjamin Leuenberger|Xavier Pompidou|Jonny Kane";"Lola B08/80";"Judd DB 3.4 L V8";"Michelin";"343";"4674.747";"";""
"2009";"13";"LMP1";"8";"GBR";"Aston Martin Racing";"GBR|GBR|NLD";"Anthony Davidson|Darren Turner|Jos Verstappen";"Lola-Aston Martin B09/60";"Aston Martin 6.0 L V12";"Michelin";"342";"4661.118";"";""
"2009";"14";"LMP1";"13";"CHE|GBR";"Speedy Racing Team|Sebah Automotive";"ITA|FRA|CHE";"Andrea Belicchi|Nicolas Prost|Neel Jani";"Lola B08/60";"Aston Martin 6.0 L V12";"Michelin";"342";"4661.118";"";""
"2009";"15";"GT1";"63";"USA";"Corvette Racing";"USA|DNK|ESP";"Johnny O'Connell|Jan Magnussen|Antonio García";"Chevrolet Corvette C6.R";"Chevrolet LS7.R 7.0 L V8";"Michelin";"342";"4661.118";"";""
"2009";"16";"GT1";"73";"FRA";"Luc Alphand Aventures";"NLD|FRA|FRA";"Xavier Maassen|Yann Clairay|Julien Jousse";"Chevrolet Corvette C6.R";"Chevrolet LS7.R 7.0 L V8";"Dunlop";"336";"4579.344";"";""
"2009";"17";"LMP1";"3";"DEU";"Audi Sport Team Joest";"DEU|FRA|FRA";"Timo Bernhard|Romain Dumas|Alexandre Prémat";"Audi R15 TDI";"Audi TDI 5.5 L Turbo V10( Diesel)";"Michelin";"333";"4538.457";"";""
"2009";"18";"GT2";"82";"USA";"Risi Competizione";"BRA|DEU|FIN";"Jaime Melo|Pierre Kaffer|Mika Salo";"Ferrari F430 GT2";"Ferrari 4.0 L V8";"Michelin";"329";"4483.941";"";""
"2009";"19";"GT2";"97";"ITA";"BMS Scuderia Italia";"ITA|ITA|ITA";"Fabio Babini|Matteo Malucelli|Paolo Ruberti";"Ferrari F430 GT2";"Ferrari 4.0 L V8";"Pirelli";"327";"4456.683";"";""
"2009";"20";"LMP2";"24";"FRA|FRA";"OAK Racing|Team Mazda France";"FRA|MCO|FRA";"Jacques Nicolet|Richard Hein|Jean-François Yvon";"Pescarolo 01";"Mazda MZR-R 2.0 L Turbo I4";"Dunlop";"325";"4429.425";"";""
"2009";"21";"LMP1";"23";"GBR";"Strakka Racing";"GBR|GBR|GBR";"Nick Leventis|Peter Hardman|Danny Watts";"Ginetta- Zytek GZ09S";"Zytek ZJ458 4.5 L V8";"Michelin";"325";"4429.425";"";""
"2009";"22";"GT2";"83";"USA|USA";"Risi Competizione|Krohn Racing";"USA|BEL|SWE";"Tracy Krohn|Eric van de Poele|Niclas Jönsson";"Ferrari F430 GT2";"Ferrari 4.0 L V8";"Michelin";"323";"4402.167";"";""
"2009";"23";"GT2";"92";"GBR";"JMW Motorsport";"GBR|GBR|GBR";"Rob Bell|Andrew Kirkaldy|Tim Sugden";"Ferrari F430 GT2";"Ferrari 4.0 L V8";"Dunlop";"320";"4361.280";"";""
"2009";"24";"LMP1";"4";"USA";"Creation Autosportif";"GBR|BEL|FRA";"Jamie Campbell-Walter|Mme Vanina Ickx|Romain Iannetta";"Creation CA07";"Judd GV5.5 S2 5.5 L V10";"Michelin";"319";"4347.651";"";""
"2009";"25";"GT2";"85";"NLD";"Snoras Spyker Squadron";"NLD|NLD|CZE";"Tom Coronel|Jeroen Bleekemolen|Jaroslav Janiš";"Spyker C8 Laviolette GT2-R";"Audi 3.8 L V8";"Michelin";"319";"4347.651";"";""
"2009";"26";"GT2";"78";"ITA";"AF Corse";"ITA|ARG|ARG";"Gianmaria Bruni|Luis Pérez Companc|Matías Russo";"Ferrari F430 GT2";"Ferrari 4.0 L V8";"Michelin";"317";"4320.393";"";""
