"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"2018";"1";"LMP1";"8";"JPN";"Toyota Gazoo Racing";"CHE|JPN|ESP";"S?bastien Buemi|Kazuki Nakajima|Fernando Alonso";"Toyota TS050 Hybrid";"Toyota 2.4 L Turbo V6";"Michelin";"388";"5286.360";"24:00:52.247";""
"2018";"2";"LMP1";"7";"JPN";"Toyota Gazoo Racing";"GBR|JPN|ARG";"Mike Conway|Kamui Kobayashi|José María López";"Toyota TS050 Hybrid";"Toyota 2.4 L Turbo V6";"Michelin";"386";"5259.090";"24:00:52.478";""
"2018";"3";"LMP1";"3";"CHE";"Rebellion Racing";"FRA|USA|CHE";"Thomas Laurent|Gustavo Menezes|Mathias Beche";"Rebellion R13";"Gibson GL458 4.5 L V8";"Michelin";"376";"5122.810";"24:02:32.484";""
"2018";"4";"LMP1";"1";"CHE";"Rebellion Racing";"BRA|DEU|CHE";"Bruno Senna|André Lotterer|Neel Jani";"Rebellion R13";"Gibson GL458 4.5 L V8";"Michelin";"375";"5109.130";"24:02:32.580";""
"2018";"5";"LMP2";"36";"FRA";"Signatech Alpine Matmut";"FRA|FRA|BRA";"Nicolas Lapierre|Pierre Thiriet|André Negrão";"Alpine A470";"Gibson GK428 4.2 L V8";"Dunlop";"367";"5000.220";"24:03:11.085";""
"2018";"6";"LMP2";"39";"FRA";"Graff-SO24";"FRA|CHE|FRA";"Vincent Capillaire|Jonathan Hirschi|Tristan Gommendy";"Oreca 07";"Gibson GK428 4.2 L V8";"Dunlop";"366";"4986.520";"24:01:46.746";""
"2018";"7";"LMP2";"32";"USA";"United Autosports";"CHE|USA|COL";"Hugo de Sadeleer|Will Owen|Juan Pablo Montoya";"Ligier JS P217";"Gibson GK428 4.2 L V8";"Dunlop";"365";"4972.980";"24:03:13.589";""
"2018";"8";"LMP2";"37";"CHN";"Jackie Chan DC Racing";"MYS|MYS|MYS";"Jazeman Jaafar|Nabil Jeffri|Weiron Tan";"Oreca 07";"Gibson GK428 4.2 L V8";"Dunlop";"361";"4918.420";"24:02:36.708";""
"2018";"9";"LMP2";"31";"USA";"DragonSpeed";"MEX|VEN|FRA";"Roberto González|Pastor Maldonado|Nathanaël Berthon";"Oreca 07";"Gibson GK428 4.2 L V8";"Michelin";"360";"4904.780";"24:03:09.415";""
"2018";"10";"LMP2";"38";"CHN";"Jackie Chan DC Racing";"CHN|FRA|MCO";"Ho-Pin Tung|Gabriel Aubry|Stéphane Richelmi";"Oreca 07";"Gibson GK428 4.2 L V8";"Dunlop";"356";"4850.350";"24:02:00.392";""
"2018";"11";"LMP2";"29";"NLD";"Racing Team Nederland";"NLD|NLD|NLD";"Giedo van der Garde|Jan Lammers|Frits van Eerd";"Dallara P217";"Gibson GK428 4.2 L V8";"Michelin";"356";"4850.370";"24:02:27.489";""
"2018";"12";"LMP2";"33";"CHN";"Jackie Chan DC Racing";"CHN|USA|FRA";"David Cheng|Nicholas Boulle|Jacques Nicolet";"Ligier JS P217";"Gibson GK428 4.2 L V8";"Dunlop";"355";"4836.720";"24:00:54.049";""
"2018";"13";"LMP2";"23";"FRA";"Panis Barthez Competition";"FRA|FRA|GBR";"Julien Canal|Thimothé Buret|Will Stevens";"Ligier JS P217";"Gibson GK428 4.2 L V8";"Michelin";"352";"4795.860";"24:02:59.009";""
"2018";"14";"LMP2";"35";"RUS";"SMP Racing";"RUS|GBR|FRA";"Viktor Shaytar|Harrison Newey|Norman Nato";"Dallara P217";"Gibson GK428 4.2 L V8";"Dunlop";"345";"4700.480";"24:00:53.375";""
"2018";"15";"LMGTEPro";"92";"DEU";"Porsche GT Team";"DNK|FRA|BEL";"Michael Christensen|Kévin Estre|Laurens Vanthoor";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"344";"4687.030";"24:04:16.546";""
"2018";"16";"LMGTEPro";"91";"DEU";"Porsche GT Team";"AUT|ITA|FRA";"Richard Lietz|Gianmaria Bruni|Frédéric Makowiecki";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"343";"4673.430";"24:01:08.216";""
"2018";"17";"LMGTEPro";"68";"USA";"Ford Chip Ganassi Team USA";"USA|DEU|FRA";"Joey Hand|Dirk Müller|Sébastien Bourdais";"Ford GT";"Ford EcoBoost 3.5 L Turbo V6";"Michelin";"343";"4673.430";"24:01:34.945";""
"2018";"18";"LMGTEPro";"63";"USA";"Corvette Racing-GM";"DNK|ESP|DEU";"Jan Magnussen|Antonio García|Mike Rockenfeller";"Chevrolet Corvette C7.R";"Chevrolet 5.5 L V8";"Michelin";"342";"4659.780";"24:01:04.003";""
"2018";"19";"LMP2";"47";"ITA";"Cetilar Villorba Corse";"ITA|ITA|BRA";"Roberto Lacorte|Giorgio Sernagiotto|Felipe Nasr";"Dallara P217";"Gibson GK428 4.2 L V8";"Dunlop";"342";"4659.550";"24:01:08.648";""
"2018";"20";"LMGTEPro";"52";"ITA";"AF Corse";"FIN|BRA|ITA";"Toni Vilander|Pipo Derani|Antonio Giovinazzi";"Ferrari 488 GTE Evo";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"341";"4646.120";"24:01:58.152";""
"2018";"21";"LMGTEPro";"66";"USA";"Ford Chip Ganassi Team UK";"DEU|FRA|USA";"Stefan Mücke|Olivier Pla|Billy Johnson";"Ford GT";"Ford EcoBoost 3.5 L Turbo V6";"Michelin";"340";"4632.530";"24:02:47.200";""
"2018";"22";"LMGTEPro";"51";"ITA";"AF Corse";"GBR|ITA|BRA";"James Calado|Alessandro Pier Guidi|Daniel Serra";"Ferrari 488 GTE Evo";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"339";"4618.890";"24:00:52.927";""
"2018";"23";"LMGTEPro";"95";"GBR";"Aston Martin Racing";"DNK|DNK|GBR";"Nicki Thiim|Marco Sørensen|Darren Turner";"Aston Martin Vantage AMR";"Aston Martin 4.0 L Turbo V8";"Michelin";"339";"4618.920";"24:04:25.797";""
"2018";"24";"LMGTEPro";"71";"ITA";"AF Corse";"ITA|GBR|ESP";"Davide Rigon|Sam Bird|Miguel Molina";"Ferrari 488 GTE Evo";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"338";"4605.260";"24:03:42.549";""
"2018";"25";"LMGTEAm";"77";"DEU";"Dempsey-Proton Racing";"AUS|DEU|FRA";"Matt Campbell|Christian Ried|Julien Andlauer";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"335";"4564.420";"24:02:15.039";""
"2018";"26";"LMGTEAm";"54";"CHE";"Spirit of Race";"CHE|ITA|ITA";"Thomas Flohr|Francesco Castellacci|Giancarlo Fisichella";"Ferrari 488 GTE";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"335";"4564.420";"24:03:54.083";""
"2018";"27";"LMGTEPro";"93";"USA";"Porsche GT Team";"FRA|GBR|NZL";"Patrick Pilet|Nick Tandy|Earl Bamber";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"334";"4550.770";"24:01:16.697";""
"2018";"28";"LMGTEAm";"85";"USA";"Keating Motorsports";"USA|NLD|DEU";"Ben Keating|Jeroen Bleekemolen|Luca Stolz";"Ferrari 488 GTE";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"334";"4550.770";"24:01:45.791";""
"2018";"29";"LMGTEAm";"99";"DEU";"Proton Competition";"USA|USA|USA";"Patrick Long|Tim Pappas|Spencer Pumpelly";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"334";"4550.770";"24:03:08.602";""
"2018";"30";"LMGTEAm";"84";"GBR";"JMW Motorsport";"GBR|USA|USA";"Liam Griffin|Cooper MacNeil|Jeff Segal";"Ferrari 488 GTE";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"332";"4523.560";"24:00:52.819";""
"2018";"31";"LMGTEAm";"80";"ITA";"Ebimotors";"ITA|DNK|FRA";"Fabio Babini|Miss Christina Nielsen|Erik Maris";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"332";"4523.520";"24:00:55.691";""
"2018";"32";"LMP2";"50";"FRA";"Larbre Compétition";"FRA|FRA|FRA";"Erwin Creed|Romano Ricci|Thomas Dagoneau";"Ligier JS P217";"Gibson GK428 4.2 L V8";"Michelin";"332";"4523.360";"24:00:57.572";""
"2018";"33";"LMGTEPro";"81";"DEU";"BMW Team MTEK";"NLD|DEU|AUT";"Nick Catsburg|Martin Tomczyk|Philipp Eng";"BMW M8 GTE";"BMW S63 4.0 L Turbo V8";"Michelin";"332";"4523.470";"24:01:16.446";""
"2018";"34";"LMGTEAm";"56";"DEU";"Team Project 1";"DEU|USA|NOR";"Jörg Bergmeister|Patrick Lindsey|Egidio Perfetti";"Porsche 911 RSR";"Porsche 4.0 L Flat-6";"Michelin";"332";"4523.520";"24:01:29.845";""
"2018";"35";"LMGTEAm";"61";"SGP";"Clearwater Racing";"IRL|MYS|JPN";"Matt Griffin|Weng Sun Mok|Keita Sawa";"Ferrari 488 GTE";"Ferrari F154CB 3.9 L Turbo V8";"Michelin";"332";"4523.540";"24:03:25.318";""
